% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=1079862, Tue Feb 24 14:03:55 2026, <python>{}</python>
1 10 0.469182425366511 0 0 0.4732461618697361 0.46570921538642013 0.46501643676649224 0.46842930411192546 0.47606579905005997 0.45999909267992517 0.4743639253546571 0.4620402677793409 0.45575645355891636 0.469103839061096
2 20 0.4298780580980902 0 0 0.43319740169088133 0.4320990875588431 0.415073060521086 0.4256502361812626 0.4416950429295678 0.415449143685079 0.4452065466727758 0.41994819749421214 0.41006417152691016 0.4232648188529744
3 30 0.4064938148828371 0 0 0.4066152558402437 0.40769150760204126 0.38925784962610616 0.40482812238365146 0.4033182381957119 0.3866876271279997 0.4068863624711946 0.40354200978679194 0.39379316217991056 0.4059662121769511
4 40 0.37701578468532715 0 0 0.3762960740547188 0.38116828318448615 0.34976645265526274 0.37531104708389434 0.3757817850341871 0.3530120835068321 0.3629361547643817 0.38110469356648113 0.36423908834308416 0.3735064942698145
5 50 0.36038901769443815 0 0 0.3547438966191581 0.36184448313153583 0.3316384384896121 0.35141907888420043 0.3620955604925321 0.3385749537910732 0.34504878673360523 0.3635096609795511 0.34257225793452684 0.35512122537687235
6 60 0.3255044817849998 0 0 0.31559143036989823 0.3203454086983264 0.29734700892974575 0.3150891306381184 0.32505176930369634 0.3088932796482048 0.3144846603194917 0.32966961070687645 0.3054301651947411 0.3095781929102628
7 70 0.30826466545211867 0 0 0.29872278091630844 0.3008514223294876 0.28058461221807374 0.29543310176517784 0.30391363443310776 0.29392413927417493 0.3084613606183681 0.29056318809059917 0.2881483510971914 0.287937265701036
8 80 0.3014386105420027 0 0 0.30028208812168145 0.2891389699510719 0.2765308498942248 0.2833691991762963 0.29511026213719044 0.2860249038640343 0.2975518741990857 0.28278750094484534 0.2801822860177628 0.27493729902843567
9 90 0.3065381568045419 0 0 0.3060754103424219 0.2921037404776204 0.2753064489507522 0.2883171026577019 0.3124856993319659 0.29201888657452085 0.29664985439981806 0.282404000699372 0.283218939440788 0.28486662592263695
10 100 0.2955617634941065 0 0 0.29498571759662306 0.27690791206147114 0.26152145848945385 0.27514964015800575 0.3036588965207588 0.28376277564758057 0.2843145425477198 0.2720158720086079 0.2706516571791075 0.27678699401693424
11 110 0.2700846859658621 0 0 0.26336464328885556 0.25344015085278293 0.23205184588984 0.2519298182661768 0.27868100156141534 0.25519754097212866 0.25164355367343466 0.24829620162877708 0.2406445701378007 0.2531733420604695
12 120 0.2547236225513387 0 0 0.24712824951075338 0.2356772946629767 0.21625871277875866 0.23893201672160427 0.2709526069702722 0.23824935543503664 0.2351065788137835 0.230238453652719 0.22988027936237082 0.23950134790834426
13 130 0.23632941049060763 0 0 0.22966396298689437 0.21869755578200423 0.1958495716313137 0.2187183817547848 0.2569216959455273 0.21007088685470712 0.2180306526416415 0.21093747210351357 0.20967953546251195 0.22900214253053724
14 140 0.21871571381648577 0 0 0.20652778910450262 0.19586535622816714 0.17910555918364382 0.20508421755994546 0.2349764326882463 0.19344418977724215 0.1995493880499348 0.1928821697641324 0.19838123228287385 0.2119389404308704
15 150 0.21537120675707108 0 0 0.20180521141249502 0.1837346775408056 0.17807836752717146 0.19940961870746873 0.2315517310774064 0.1895095858760032 0.1925267278959559 0.1877510708158798 0.20207114846740631 0.20600373679279238
16 160 0.20592634214492406 0 0 0.1895088144627601 0.16838860616320336 0.1705036656488805 0.18945531551781503 0.22157361703096612 0.1774961052525561 0.18267461312245306 0.17742984368256393 0.19776953237029365 0.1973721160176629
17 170 0.2034600858523419 0 0 0.18535166523304875 0.16587614116884716 0.16751267030735012 0.1833904939190318 0.2279403226697829 0.17402615586927106 0.17780016899065734 0.17561880386571369 0.19486176227124938 0.1887476389066323
18 180 0.19946079804349245 0 0 0.1783036390420674 0.15504349420915145 0.16352030500081488 0.18432364374967417 0.22311030331098397 0.16898632841222283 0.17788589598266735 0.1672651705731105 0.19341984405921225 0.18495229435371702
19 190 0.1848479153527777 0 0 0.16324304539795817 0.14305768145400746 0.14979979185916664 0.17419917720602365 0.20431584696311916 0.1544128564634519 0.16594322051339028 0.1520726159958145 0.17954032029179653 0.16861609409116143
20 200 0.1733913198083979 0 0 0.15052404481308218 0.13461656130392535 0.13833460753802115 0.1574129010824454 0.18783203107553714 0.14121802510718293 0.15603407886321083 0.14009728462032267 0.1690870343411172 0.1561263420885287
21 210 0.1612349391580489 0 0 0.1401391297947942 0.12498876988436255 0.12878936681010977 0.13993049122066506 0.17245546409420584 0.1313043181024869 0.1415937786037774 0.13118690465843913 0.15602316485621523 0.14418881384797227
22 220 0.14845261567622986 0 0 0.12926374562232876 0.11353869977805865 0.1187859566584631 0.12318221158642627 0.15808725467165646 0.12127686207430574 0.12842955634557154 0.12225541414488683 0.13929653484780333 0.13203524460917473
23 230 0.13593345699141807 0 0 0.11500078323402167 0.10367356722793192 0.10726633159879109 0.11016119481525652 0.14504688136972893 0.10929963594469796 0.11731219932118984 0.11035203900155914 0.12881487248797302 0.1204059227492263
24 240 0.1254614542925018 0 0 0.1036607730998431 0.09575567362175774 0.09526675140661728 0.09984049963414338 0.13067597025361372 0.1015090631545457 0.10742125308812464 0.10088241017098144 0.11831708679023317 0.10992403204023671
25 250 0.11436672393956931 0 0 0.09365049664962866 0.08656456743378416 0.08742106440991665 0.08802632685634153 0.11292947770982399 0.09286985837148483 0.09776329984212966 0.09197913489582252 0.10519794152990079 0.09755084836302966
26 260 0.10294029316753942 0 0 0.08322204911092224 0.07753243984953583 0.07862676593253981 0.0773695574690336 0.09650690081294497 0.08081210477816195 0.08659618520455079 0.08334677538743282 0.09636596765447322 0.08762713563100626
27 270 0.09373287274772969 0 0 0.07369810794084418 0.06869605657590466 0.07118638039293927 0.06980973486521362 0.0857556028920412 0.0728575762131301 0.07872770792594387 0.07585200479278142 0.08568288116842648 0.07972945256231222
28 280 0.08982082769076707 0 0 0.07049505627989916 0.06491891146522322 0.0666343318040113 0.06758660397014117 0.08016691912102614 0.07148989840084842 0.07509908685371748 0.07163160230105711 0.08282972699241303 0.07564335433866567
29 290 0.08337383707675737 0 0 0.06390951024828713 0.06123299879951108 0.05995720022907099 0.0623075441320585 0.07486711565800927 0.06473223007490642 0.06831680945108232 0.0653425175369103 0.07668034646936407 0.07043002438490904
30 300 0.07545625896139178 0 0 0.05830365962030918 0.05512314701333794 0.05361959094967608 0.0573103851481489 0.06731011874087826 0.058474526629224255 0.06158955752886644 0.058639526364380065 0.0680117349268367 0.06438114992204469
31 310 0.06851097179407566 0 0 0.05185976470246558 0.04966159817274322 0.0478805232072198 0.05223100284265332 0.05977616514189151 0.05315357273087982 0.056640471666405054 0.05277779340729234 0.06037842465034896 0.05704772945119001
32 320 0.06138476346765263 0 0 0.04642830330976971 0.044541101200451336 0.04305654827907481 0.04624334737530566 0.05288196904473579 0.04664871275018447 0.04977945578497022 0.046014477716597696 0.05189637644619873 0.051025073648865826
33 330 0.05707064711438216 0 0 0.042611577210765354 0.04089171700904474 0.040633027035388895 0.043069867735396235 0.046729221140573755 0.042174774579982956 0.046839996407954936 0.04180011541850685 0.04781616435456292 0.04736364876699944
34 340 0.05196817951957879 0 0 0.03886356890307174 0.03735641385592473 0.03565395842227403 0.039135441520340736 0.04290280361994341 0.03910677820694559 0.04250357512168223 0.036247453171686705 0.042861822577916875 0.0431183068998898
35 350 0.05231381206600026 0 0 0.03902881288087712 0.03758497050512126 0.03571984542235401 0.0383345665254309 0.04419176106836682 0.038324658222215674 0.042023424902232286 0.03609537898208517 0.042900721600454175 0.042812519610199176
36 360 0.05010483364436918 0 0 0.03692493067317627 0.035220448406114074 0.03452741397286464 0.03663023195012854 0.04267009068067585 0.03523702271047245 0.04051164623724229 0.03456202533898731 0.04060243160967073 0.040343332664801786
